ticker,company,sector_gics,sector_icb,stock_index,country
OMCL,"Omnicell, Inc.",Information technology,Technology,,United States
FNSR,Finisar Corporation,Information technology,Technology,,United States
ELLI,"Ellie Mae, Inc.",Information technology,Technology,,United States
BL,"BlackLine, Inc.",Information technology,Technology,,United States
VIAV,Viavi Solutions Inc.,Information technology,Technology,,United States
SOGO,Sogou Inc.,Information technology,Technology,,China
QTWO,"Q2 Holdings, Inc.",Information technology,Technology,,United States
TENB,"Tenable Holdings, Inc.",Information technology,Technology,,United States
EB,"Eventbrite, Inc.",Information technology,Technology,,United States
QTT,Qutoutiao Inc.,Information technology,Technology,,China
IRBT,iRobot Corporation,Information technology,Technology,,United States
NOVT,Novanta Inc.,Information technology,Technology,,United States
SEND,"SendGrid, Inc.",Information technology,Technology,,United States
GLOB,Globant S.A.,Information technology,Technology,,Luxembourg
LEXEB,"Liberty Expedia Holdings, Inc.",Information technology,Technology,,United States
SAIL,"SailPoint Technologies Holdings, Inc.",Information technology,Technology,,United States
DSGX,The Descartes Systems Group Inc,Information technology,Technology,,Canada
MRCY,"Mercury Systems, Inc.",Information technology,Technology,,United States
LEXEA,"Liberty Expedia Holdings, Inc.",Information technology,Technology,,United States
CRUS,"Cirrus Logic, Inc.",Information technology,Technology,,United States
MANT,ManTech International Corporation,Information technology,Technology,,United States
ZUO,"Zuora, Inc.",Information technology,Technology,,United States
EPAY,"Bottomline Technologies (de), Inc.",Information technology,Technology,,United States
ROG,Rogers Corporation,Information technology,Technology,,United States
ALTR,Altair Engineering Inc.,Information technology,Technology,,United States
INOV,"Inovalon Holdings, Inc.",Information technology,Technology,,United States
IIVI,II-VI Incorporated,Information technology,Technology,,United States
BDC,Belden Inc.,Information technology,Technology,,United States
MDRX,"Allscripts Healthcare Solutions, Inc.",Information technology,Technology,,United States
BDC-PB,Belden Inc.,Information technology,Technology,,United States
ITRI,"Itron, Inc.",Information technology,Technology,,United States
GSKY,"GreenSky, Inc.",Information technology,Technology,,United States
FN,Fabrinet,Information technology,Technology,,Cayman Islands
BRKS,"Brooks Automation, Inc.",Information technology,Technology,,United States
MIME,Mimecast Limited,Information technology,Technology,,Kingdom
NTCT,"NetScout Systems, Inc.",Information technology,Technology,,United States
UPWK,Upwork Inc.,Information technology,Technology,,United States
CLDR,"Cloudera, Inc.",Information technology,Technology,,United States
EVTC,"EVERTEC, Inc.",Information technology,Technology,,United States
SWCH,"Switch, Inc.",Information technology,Technology,,United States
LXFT,"Luxoft Holding, Inc.",Information technology,Technology,,Switzerland
POWI,"Power Integrations, Inc.",Information technology,Technology,,United States
AEIS,"Advanced Energy Industries, Inc.",Information technology,Technology,,United States
SEDG,"SolarEdge Technologies, Inc.",Information technology,Technology,,Israel
VICR,Vicor Corporation,Information technology,Technology,,United States
SANM,Sanmina Corporation,Information technology,Technology,,United States
AMKR,"Amkor Technology, Inc.",Information technology,Technology,,United States
ACIA,"Acacia Communications, Inc.",Information technology,Technology,,United States
WK,Workiva Inc.,Information technology,Technology,,United States
PLXS,Plexus Corp.,Information technology,Technology,,United States
ESE,ESCO Technologies Inc.,Information technology,Technology,,United States
CRTO,Criteo S.A.,Information technology,Technology,,France
CISN,Cision Ltd.,Information technology,Technology,,United States
EBIX,"Ebix, Inc.",Information technology,Technology,,United States
SVMK,SVMK Inc.,Information technology,Technology,,United States
IPHI,Inphi Corporation,Information technology,Technology,,United States
DIOD,Diodes Incorporated,Information technology,Technology,,United States
VRNS,"Varonis Systems, Inc.",Information technology,Technology,,United States
NSIT,"Insight Enterprises, Inc.",Information technology,Technology,,United States
MSTR,MicroStrategy Incorporated,Information technology,Technology,,United States
PRGS,Progress Software Corporation,Information technology,Technology,,United States
TSEM,Tower Semiconductor Ltd.,Information technology,Technology,,Israel
SPSC,"SPS Commerce, Inc.",Information technology,Technology,,United States
FIT,"Fitbit, Inc.",Information technology,Technology,,United States
BMI,"Badger Meter, Inc.",Information technology,Technology,,United States
OSIS,"OSI Systems, Inc.",Information technology,Technology,,United States
SCWX,SecureWorks Corp.,Information technology,Technology,,United States
PLT,"Plantronics, Inc.",Information technology,Technology,,United States
YEXT,"Yext, Inc.",Information technology,Technology,,United States
EVH,"Evolent Health, Inc.",Information technology,Technology,,United States
KLIC,"Kulicke and Soffa Industries, Inc.",Information technology,Technology,,Singapore
LPSN,"LivePerson, Inc.",Information technology,Technology,,United States
VRTU,Virtusa Corporation,Information technology,Technology,,United States
SSTK,"Shutterstock, Inc.",Information technology,Technology,,United States
TIVO,TiVo Corporation,Information technology,Technology,,United States
INST,"Instructure, Inc.",Information technology,Technology,,United States
SYNA,Synaptics Incorporated,Information technology,Technology,,United States
RUN,Sunrun Inc.,Information technology,Technology,,United States
SIMO,Silicon Motion Technology Corporation,Information technology,Technology,,Hong Kong
GLUU,Glu Mobile Inc.,Information technology,Technology,,United States
KN,Knowles Corporation,Information technology,Technology,,United States
CLS,Celestica Inc.,Information technology,Technology,,Canada
DAVA,Endava plc,Information technology,Technology,,Kingdom
BITA,Bitauto Holdings Limited,Information technology,Technology,,China
DDD,3D Systems Corporation,Information technology,Technology,,United States
PRO,"PROS Holdings, Inc.",Information technology,Technology,,United States
MXL,"MaxLinear, Inc.",Information technology,Technology,,United States
PSDO,"Presidio, Inc.",Information technology,Technology,,United States
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Information technology,Technology,,United States
VCRA,"Vocera Communications, Inc.",Information technology,Technology,,United States
NTGR,"NETGEAR, Inc.",Information technology,Technology,,United States
NXGN,"NextGen Healthcare, Inc.",Information technology,Technology,,United States
AMBA,"Ambarella, Inc.",Information technology,Technology,,United States
ARCE,Arco Platform Limited,Information technology,Technology,,Brazil
SSYS,Stratasys Ltd.,Information technology,Technology,,United States
CSGS,"CSG Systems International, Inc.",Information technology,Technology,,United States
SYKE,"Sykes Enterprises, Incorporated",Information technology,Technology,,United States
KEM,KEMET Corporation,Information technology,Technology,,United States
TTMI,"TTM Technologies, Inc.",Information technology,Technology,,United States
MTSI,"MACOM Technology Solutions Holdings, Inc.",Information technology,Technology,,United States
CSIQ,Canadian Solar Inc.,Information technology,Technology,,Canada
EIGI,"Endurance International Group Holdings, Inc.",Information technology,Technology,,United States
SONO,"Sonos, Inc.",Information technology,Technology,,United States
WIRE,Encore Wire Corporation,Information technology,Technology,,United States
EFII,"Electronics for Imaging, Inc.",Information technology,Technology,,United States
LORL,Loral Space &amp; Communications Inc.,Information technology,Technology,,United States
RDWR,Radware Ltd.,Information technology,Technology,,Israel
BHE,"Benchmark Electronics, Inc.",Information technology,Technology,,United States
CANG,Cango Inc.,Information technology,Technology,,China
PLUS,ePlus inc.,Information technology,Technology,,United States
FORM,"FormFactor, Inc.",Information technology,Technology,,United States
IIJI,Internet Initiative Japan Inc.,Information technology,Technology,,Japan
ESIO,"Electro Scientific Industries, Inc.",Information technology,Technology,,United States
CASA,"Casa Systems, Inc.",Information technology,Technology,,United States
CYOU,Changyou.com Limited,Information technology,Technology,,China
XPER,Xperi Corporation,Information technology,Technology,,United States
LSCC,Lattice Semiconductor Corporation,Information technology,Technology,,United States
SCSC,"ScanSource, Inc.",Information technology,Technology,,United States
TRUE,"TrueCar, Inc.",Information technology,Technology,,United States
VNET,"21Vianet Group, Inc.",Information technology,Technology,,China
CBLK,"Carbon Black, Inc.",Information technology,Technology,,United States
RMBS,Rambus Inc.,Information technology,Technology,,United States
CMCM,Cheetah Mobile Inc.,Information technology,Technology,,China
MEI,"Methode Electronics, Inc.",Information technology,Technology,,United States
EGOV,NIC Inc.,Information technology,Technology,,United States
CTS,CTS Corporation,Information technology,Technology,,United States
QNST,"QuinStreet, Inc.",Information technology,Technology,,United States
CRAY,Cray Inc.,Information technology,Technology,,United States
JT,Jianpu Technology Inc.,Information technology,Technology,,China
RCM,R1 RCM Inc.,Information technology,Technology,,United States
CNXN,"PC Connection, Inc.",Information technology,Technology,,United States
MTSC,MTS Systems Corporation,Information technology,Technology,,United States
BAND,Bandwidth Inc.,Information technology,Technology,,United States
OPRA,Opera Limited,Information technology,Technology,,Norway
MTLS,Materialise NV,Information technology,Technology,,Belgium
MLAB,"Mesa Laboratories, Inc.",Information technology,Technology,,United States
PRFT,"Perficient, Inc.",Information technology,Technology,,United States
HSTM,"HealthStream, Inc.",Information technology,Technology,,United States
EXTR,"Extreme Networks, Inc.",Information technology,Technology,,United States
QADA,QAD Inc.,Information technology,Technology,,United States
SPWR,SunPower Corporation,Information technology,Technology,,United States
SOHU,Sohu.com Limited,Information technology,Technology,,China
CTK,CooTek (Cayman) Inc.,Information technology,Technology,,China
QADB,QAD Inc.,Information technology,Technology,,United States
CRCM,"Care.com, Inc.",Information technology,Technology,,United States
FARO,"FARO Technologies, Inc.",Information technology,Technology,NASDAQ Composite,United States
NANO,Nanometrics Incorporated,Information technology,Technology,,United States
GPRO,"GoPro, Inc.",Information technology,Technology,,United States
COHU,"Cohu, Inc.",Information technology,Technology,,United States
LASR,"nLIGHT, Inc.",Information technology,Technology,,United States
PLAB,"Photronics, Inc.",Information technology,Technology,,United States
ITRN,Ituran Location and Control Ltd.,Information technology,Technology,,Israel
RTEC,"Rudolph Technologies, Inc.",Information technology,Technology,,United States
NVMI,Nova Measuring Instruments Ltd.,Information technology,Technology,,Israel
ADTN,"ADTRAN, Inc.",Information technology,Technology,,United States
UIS,Unisys Corporation,Information technology,Technology,,United States
TYPE,Monotype Imaging Holdings Inc.,Information technology,Technology,,United States
HMI,Huami Corporation,Information technology,Technology,,China
ACLS,"Axcelis Technologies, Inc.",Information technology,Technology,,United States
IIIV,"i3 Verticals, Inc.",Information technology,Technology,,United States
IMOS,ChipMOS TECHNOLOGIES INC.,Information technology,Technology,,Taiwan
CMTL,Comtech Telecommunications Corp.,Information technology,Technology,,United States
CEVA,"CEVA, Inc.",Information technology,Technology,,United States
CALX,"Calix, Inc.",Information technology,Technology,,United States
JKS,"JinkoSolar Holding Co., Ltd.",Information technology,Technology,,China
FORTY,Formula Systems (1985) Ltd.,Information technology,Technology,,Israel
QTNA,"Quantenna Communications, Inc.",Information technology,Technology,,United States
SWIR,"Sierra Wireless, Inc.",Information technology,Technology,,Canada
SGH,"SMART Global Holdings, Inc.",Information technology,Technology,,United States
ARLO,"Arlo Technologies, Inc.",Information technology,Technology,,United States
CTRL,Control4 Corporation,Information technology,Technology,,United States
VIOT,"Viomi Technology Co., Ltd",Information technology,Technology,,China
ATEN,"A10 Networks, Inc.",Information technology,Technology,,United States
GILT,Gilat Satellite Networks Ltd.,Information technology,Technology,,Israel
MODN,"Model N, Inc.",Information technology,Technology,,United States
CAMP,CalAmp Corp.,Information technology,Technology,,United States
VECO,Veeco Instruments Inc.,Information technology,Technology,,United States
PKE,Park Electrochemical Corp.,Information technology,Technology,,United States
ICHR,"Ichor Holdings, Ltd.",Information technology,Technology,,United States
HLIT,Harmonic Inc.,Information technology,Technology,,United States
VPG,"Vishay Precision Group, Inc.",Information technology,Technology,,United States
DQ,Daqo New Energy Corp.,Information technology,Technology,,China
KE,"Kimball Electronics, Inc.",Information technology,Technology,,United States
UCTT,"Ultra Clean Holdings, Inc.",Information technology,Technology,,United States
PAR,PAR Technology Corporation,Information technology,Technology,,United States
INSG,Inseego Corp.,Information technology,Technology,,United States
UEIC,Universal Electronics Inc.,Information technology,Technology,,United States
AUDC,AudioCodes Ltd.,Information technology,Technology,,Israel
CPSI,"Computer Programs and Systems, Inc.",Information technology,Technology,,United States
HBB,Hamilton Beach Brands Holding Company,Information technology,Technology,,United States
MGIC,Magic Software Enterprises Ltd.,Information technology,Technology,,Israel
ZIXI,Zix Corporation,Information technology,Technology,,United States
MIXT,MiX Telematics Limited,Information technology,Technology,,Africa
AGYS,"Agilysys, Inc.",Information technology,Technology,,United States
RST,Rosetta Stone Inc.,Information technology,Technology,,United States
AMSWA,"American Software, Inc.",Information technology,Technology,,United States
DAKT,"Daktronics, Inc.",Information technology,Technology,,United States
KEYW,The KeyW Holding Corporation,Information technology,Technology,,United States
NPTN,NeoPhotonics Corporation,Information technology,Technology,,United States
MAXR,Maxar Technologies Inc.,Information technology,Technology,,United States
PI,"Impinj, Inc.",Information technology,Technology,,United States
AQ,Aquantia Corp.,Information technology,Technology,,United States
DGII,Digi International Inc.,Information technology,Technology,,United States
PDFS,"PDF Solutions, Inc.",Information technology,Technology,,United States
SNCR,"Synchronoss Technologies, Inc.",Information technology,Technology,,United States
ECOM,ChannelAdvisor Corporation,Information technology,Technology,,United States
IMMR,Immersion Corporation,Information technology,Technology,,United States
AOSL,Alpha and Omega Semiconductor Limited,Information technology,Technology,,United States
BCOV,Brightcove Inc.,Information technology,Technology,,United States
FTEO,"FRONTEO, Inc.",Information technology,Technology,,Japan
DSPG,"DSP Group, Inc.",Information technology,Technology,,United States
PLPC,Preformed Line Products Company,Information technology,Technology,,United States
AMSC,American Superconductor Corporation,Information technology,Technology,,United States
BELFB,Bel Fuse Inc.,Information technology,Technology,,United States
RNET,"RigNet, Inc.",Information technology,Technology,,United States
SILC,Silicom Ltd.,Information technology,Technology,,Israel
HURC,"Hurco Companies, Inc.",Information technology,Technology,,United States
AMBR,"Amber Road, Inc.",Information technology,Technology,,United States
BELFA,Bel Fuse Inc.,Information technology,Technology,,United States
MX,MagnaChip Semiconductor Corporation,Information technology,Technology,,Luxembourg
DMRC,Digimarc Corporation,Information technology,Technology,,United States
ALLT,Allot Ltd.,Information technology,Technology,,Israel
KVHI,"KVH Industries, Inc.",Information technology,Technology,,United States
GSIT,"GSI Technology, Inc.",Information technology,Technology,,United States
SPA,Sparton Corporation,Information technology,Technology,,United States
LEAF,Leaf Group Ltd.,Information technology,Technology,,United States
TZOO,Travelzoo,Information technology,Technology,,United States
INAP,Internap Corporation,Information technology,Technology,,United States
TESS,TESSCO Technologies Incorporated,Information technology,Technology,,United States
IVAC,"Intevac, Inc.",Information technology,Technology,,United States
RELL,"Richardson Electronics, Ltd.",Information technology,Technology,,United States
PCTI,"PCTEL, Inc.",Information technology,Technology,,United States
AVNW,"Aviat Networks, Inc.",Information technology,Technology,,United States
MINDP,"Mitcham Industries, Inc.",Information technology,Technology,,United States
CTV,Qwest Corp. NT 10/01/54,Information technology,Technology,,nan
REP.MC,"Repsol, S.A.",Energy,Utilities,,Spain
ELE.MC,"Endesa, Sociedad Anonima",Energy,Utilities,,Spain
GAS.MC,GAS.MC,Energy,Utilities,,nan
IBE.MC,"Iberdrola, S.A.",Energy,Utilities,Ibex 35,Spain
ENG.MC,"Enagás, S.A.",Energy,Utilities,Ibex 35,Spain
REE.MC,"Red Eléctrica Corporación, S.A.",Energy,Utilities,Ibex 35,Spain
ABG.MC,"Abengoa, S.A.",Energy,Utilities,,Spain
PBR,Petróleo Brasileiro S.A. - Petrobras,Energy,Utilities,,Brazil
GAZP.ME,Public Joint Stock Company Gazprom,Energy,Utilities,,nan
XOM,Exxon Mobil Corporation,Energy,Utilities,Dow Jones Industrial Average,United States
RDS-A,Royal Dutch Shell plc,Energy,Utilities,,Netherland
CVX,Chevron Corporation,Energy,Utilities,Dow Jones Industrial Average,United States
PTR,PetroChina Company Limited,Energy,Utilities,,China
BKT.MC,"Bankinter, S.A.",Financials,Financials,Ibex 35,Spain
INGA.AS,ING Groep N.V.,Financials,Financials,,Netherland
BARC.L,Barclays PLC,Financials,Financials,,Kingdom
MAP.MC,"Mapfre, S.A.",Financials,Financials,Ibex 35,Spain
CS.PA,AXA SA,Financials,Financials,,France
ALV.DE,Allianz SE,Financials,Financials,DAX,Germany
BNP.PA,BNP Paribas SA,Financials,Financials,CAC 40,France
BAC,Bank of America Corporation,Financials,Financials,,United States
DBK.DE,Deutsche Bank Aktiengesellschaft,Financials,Financials,DAX,Germany
JPM,JPMorgan Chase &amp; Co.,Financials,Financials,,United States
ACS.MC,"ACS, Actividades de Construcción y Servicios, S.A.",,Industrials,Ibex 35,Spain
FER.MC,"Ferrovial, S.A.",,Industrials,Ibex 35,Spain
SCYR.MC,"Sacyr, S.A.",,Industrials,,Spain
GAM.MC,GAM.MC,,Industrials,,nan
ANA.MC,"Acciona, S.A.",,Industrials,Ibex 35,Spain
ABE.MC,ABE.MC,,Industrials,,nan
ACX.MC,"Acerinox, S.A.",,Industrials,Ibex 35,Spain
MTS.MC,ArcelorMittal,,Industrials,Ibex 35,Luxembourg
TRE.MC,"Técnicas Reunidas, S.A.",,Industrials,Ibex 35,Spain
MDF.MC,"Duro Felguera, S.A.",,Industrials,,Spain
OHL.MC,"Obrascón Huarte Lain, S.A.",,Industrials,,Spain
FCC.MC,"Fomento de Construcciones y Contratas, S.A.",,Industrials,,Spain
RLIA.MC,"Realia Business, S.A.",,Industrials,,Spain
DG.PA,VINCI SA,,Industrials,CAC 40,France
DG.PA,VINCI SA,Industrials,Industrials,CAC 40,France
HOT.DE,HOCHTIEF Aktiengesellschaft,,Industrials,,Germany
EN.PA,Bouygues SA,,Industrials,CAC 40,France
TEF.MC,"Telefónica, S.A.
",Communication services,Telecommunication,,Spain
VOD.L,Vodafone Group Plc,Communication services,Telecommunication,FTSE 100,Kingdom
VZ,Verizon Communications Inc.,Communication services,Telecommunication,Dow Jones Industrial Average,United States
AMOV,"América Móvil, S.A.B. de C.V.",Communication services,Telecommunication,,Mexico
T,AT&amp;T Inc,Communication services,Telecommunication,,United States
DTE.DE,Deutsche Telekom AG,Communication services,Telecommunication,DAX,Germany
ORA.PA,Orange S.A.,Communication services,Telecommunication,CAC 40,France
0941.HK,China Mobile Limited,Communication services,Telecommunication,,Hong Kong
NTT,NTT,Communication services,Telecommunication,,nan
005930.KS,"Samsung Electronics Co., Ltd.",Information technology,Technology,,Korea
NTDOY,"Nintendo Co., Ltd.",Information technology,Technology,,Japan
CAJ,Canon Inc.,Information technology,Technology,,Japan
AMZN,"Amazon.com, Inc.",Information technology,Technology,,United States
AMZN,"Amazon.com, Inc.",Industrials,Oil & gas,,United States
AMZN,"Amazon.com, Inc.",Consumer discretionary,Consumer services,,United States
BABA,Alibaba Group Holding Limited,Information technology,Technology,,China
YHOO,YHOO,Information technology,Technology,,nan
LNKD,LNKD,Information technology,Technology,,nan
EBAY,eBay Inc.,Information technology,Technology,,United States
EBAY,eBay Inc.,Industrials,Oil & gas,,United States
PYPL,"PayPal Holdings, Inc.",Information technology,Technology,,United States
DIA.MC,"Distribuidora Internacional de Alimentación, S.A.",Consumer staples,Consumer goods,Ibex 35,Spain
EBRO.MC,"Ebro Foods, S.A.",Consumer staples,Consumer goods,,Spain
TPZ.MC,"Telepizza Group, S.A.",Consumer staples,Consumer goods,,Spain
CA.PA,Carrefour SA,Consumer staples,Consumer goods,CAC 40,France
WMT,Walmart Inc.,Consumer staples,Consumer goods,Dow Jones Industrial Average,United States
WMT,Walmart Inc.,Consumer discretionary,Consumer services,Dow Jones Industrial Average,United States
NESN.VX,Nestlé S.A.,Consumer staples,Consumer goods,,nan
NESN.VX,Nestlé S.A.,Industrials,Oil & gas,,nan
KO,The Coca-Cola Company,Consumer staples,Consumer goods,Dow Jones Industrial Average,United States
PEP,"PepsiCo, Inc.",Consumer staples,Consumer goods,,United States
MDLZ,"Mondelez International, Inc.",Consumer staples,Consumer goods,NASDAQ 100,United States
MDLZ,"Mondelez International, Inc.",,Basic materials,NASDAQ 100,United States
KHC,The Kraft Heinz Company,Consumer staples,Consumer goods,,United States
BN.PA,Danone SA,Consumer staples,Consumer goods,CAC 40,France
KOFL.MX,"Coca-Cola FEMSA, S.A.B. de C.V.",Consumer staples,Consumer goods,IPC Mexico,Mexico
RI.PA,Pernod Ricard SA,Consumer staples,Consumer goods,CAC 40,France
RI.PA,Pernod Ricard SA,Industrials,Oil & gas,CAC 40,France
TM,Toyota Motor Corporation,Consumer discretionary,Consumer goods,,Japan
VOW3.DE,Volkswagen AG,Consumer discretionary,Consumer goods,DAX,Germany
DAI.DE,Daimler AG,Consumer discretionary,Consumer goods,DAX,Germany
BMW.DE,Bayerische Motoren Werke Aktiengesellschaft,Consumer discretionary,Consumer goods,DAX,Germany
HMC,"Honda Motor Co., Ltd.",Consumer discretionary,Consumer goods,,Japan
TSLA,"Tesla, Inc.",Consumer discretionary,Consumer goods,NASDAQ 100,United States
TSLA,"Tesla, Inc.",Consumer discretionary,Consumer goods,NASDAQ Composite,United States
F,Ford Motor Compan,Consumer discretionary,Consumer goods,,United States
005380.KS,Hyundai Motor Company,Consumer discretionary,Consumer goods,,Korea
RNO.PA,Renault SA,Consumer discretionary,Consumer goods,,France
UG.PA,Peugeot S.A.,Consumer discretionary,Consumer goods,CAC 40,France
UG.PA,Peugeot S.A.,Industrials,Oil & gas,CAC 40,France
TTM,Tata Motors Limited,Consumer discretionary,Consumer goods,,India
600104.SS,SAIC Motor Corporation Limited,Consumer discretionary,Consumer goods,,nan
AENA.MC,"Aena S.M.E., S.A.",Consumer discretionary,Consumer services,Ibex 35,Spain
IAG.MC,"International Consolidated Airlines Group, S.A.",Consumer discretionary,Consumer services,Ibex 35,Spain
MEL.MC,"Meliá Hotels International, S.A.",Consumer discretionary,Consumer services,Ibex 35,Spain
NHH.MC,"NH Hotel Group, S.A.",Consumer discretionary,Consumer services,,Spain
IDR.MC,"Indra Sistemas, S.A.",Consumer discretionary,Consumer services,,Spain
AMS.MC,"Amadeus IT Group, S.A.",Consumer discretionary,Consumer services,Ibex 35,Spain
EDR.MC,eDreams ODIGEO S.A.,Consumer discretionary,Consumer services,,Luxembourg
PSG.MC,"Prosegur Compañía de Seguridad, S.A.",Consumer discretionary,Consumer services,,Spain
RYA.L,Ryanair Holdings plc,Consumer discretionary,Consumer services,,Ireland
LHA.DE,Deutsche Lufthansa AG,Consumer discretionary,Consumer services,DAX,Germany
LHA.DE,Deutsche Lufthansa AG,,Industrials,DAX,Germany
DAL,"Delta Air Lines, Inc.",Consumer discretionary,Consumer services,,United States
AAL,American Airlines Group Inc.,Consumer discretionary,Consumer services,NASDAQ 100,United States
FDX,FedEx Corporation,Consumer discretionary,Consumer services,,United States
FDX,FedEx Corporation,,Industrials,,United States
GRF.MC,"Grifols, S.A.",Healthcare,Healthcare,Ibex 35,Spain
ALM.MC,"Almirall, S.A.",Healthcare,Healthcare,,Spain
BAYN,Bay National Corporation,Healthcare,Healthcare,,United States
ROG.VX,Roche Holding AG,Healthcare,Healthcare,,nan
SAN.PA,Sanofi,Healthcare,Healthcare,CAC 40,France
AZN.L,AstraZeneca PLC,Healthcare,Healthcare,,Kingdom
GSK.L,GlaxoSmithKline plc,Healthcare,Healthcare,,Kingdom
GSK.L,GlaxoSmithKline plc,,Basic materials,,Kingdom
ITX.MC,"Industria de Diseño Textil, S.A.",Consumer discretionary,Consumer goods,Ibex 35,Spain
ADZ.MC,Adolfo Dominguez SA,Consumer discretionary,Consumer goods,,Spain
CDI.PA,Christian Dior SE,Consumer discretionary,Consumer goods,,France
CDI.PA,Christian Dior SE,Industrials,Oil & gas,,France
NKE,"NIKE, Inc.",Consumer discretionary,Consumer goods,Dow Jones Industrial Average,United States
HM-B.ST,H &amp; M Hennes &amp; Mauritz AB (publ),Consumer discretionary,Consumer goods,,Sweden
KER.PA,Kering SA,Consumer discretionary,Consumer goods,CAC 40,France
ADS.DE,adidas AG,Consumer discretionary,Consumer goods,DAX,Germany
RMS.PA,Hermès International Société en commandite par actions,Consumer discretionary,Consumer goods,,France
RMS.PA,Hermès International Société en commandite par actions,Industrials,Oil & gas,,France
RL,Ralph Lauren Corporation,Consumer discretionary,Consumer goods,,United States
BRBY.L,Burberry Group plc,Consumer discretionary,Consumer goods,,Kingdom
BRBY.L,Burberry Group plc,Consumer discretionary,Consumer services,,Kingdom
FL,"Foot Locker, Inc.",Consumer discretionary,Consumer goods,,United States
PVH,PVH Corp.,Consumer discretionary,Consumer goods,,United States
BA,The Boeing Company,Industrials,Industrials,Dow Jones Industrial Average,United States
AIR.PA,Airbus SE,Industrials,Industrials,CAC 40,Netherland
AIR.PA,Airbus SE,,Industrials,CAC 40,Netherland
UTX,United Technologies Corporation,Industrials,Industrials,Dow Jones Industrial Average,United States
LMT,Lockheed Martin Corporation,Industrials,Industrials,,United States
LMT,Lockheed Martin Corporation,,Industrials,,United States
HON,Honeywell International Inc.,Industrials,Industrials,,United States
GD,General Dynamics Corporation,Industrials,Industrials,,United States
BAESY,BAE Systems plc,Industrials,Industrials,,Kingdom
NOC,Northrop Grumman Corporation,Industrials,Industrials,,United States
BDRAF,Bombardier Inc.,Industrials,Industrials,,Canada
VLKAF,Volkswagen AG,Consumer discretionary,Consumer goods,,Germany
DDAIF,Daimler AG,Consumer discretionary,Consumer goods,,Germany
RENA.PA,RENA.PA,Consumer discretionary,Consumer goods,,nan
GM,General Motors Company,Consumer discretionary,Consumer goods,,United States
FCAU,Fiat Chrysler Automobiles N.V.,Consumer discretionary,Consumer goods,,Kingdom
GZPFY,PJSC Gazprom Neft,Energy,Utilities,,Russia
ARVCY,ARVCY,Energy,Utilities,,nan
SHI,Sinopec Shanghai Petrochemical Company Limited,Energy,Utilities,,China
SHLX,"Shell Midstream Partners, L.P.",Energy,Utilities,,United States
BP,BP p.l.c.,Energy,Utilities,,Kingdom
TOT,TOTAL S.A.,Energy,Utilities,,France
ENI,Enersis Americas S.A. American ,Energy,Utilities,,nan
EDF.PA,Electricité de France S.A.,Energy,Utilities,,France
EONGY,E.ON SE,Energy,Utilities,,Germany
ENGIY,ENGIE SA,Energy,Utilities,,France
CCOHF,China State Construction International Holdings Limited,Real state,Financials,,Hong Kong
CWYCF,China Railway Construction Corporation Limited,Real state,Financials,,China
CCCGF,China Communications Construction Company Limited,Real state,Financials,,China
SGOB.PA,SGOB.PA,Real state,Financials,,nan
SGOB.PA,SGOB.PA,Industrials,Industrials,,nan
SGEF.PA,SGEF.PA,Real state,Financials,,nan
BOUY.PA,BOUY.PA,Real state,Financials,,nan
HOCFF,HOCHTIEF Aktiengesellschaft,Real state,Financials,,Germany
004560.KS,"Hyundai Bng Steel Co., Ltd.",Industrials,Industrials,,Korea
ABB,ABB Ltd,Industrials,Industrials,,Switzerland
600444.SS,"Sinomach General Machinery Science &amp; Technology Co., Ltd.",Industrials,Industrials,,nan
^SPJCIMTP,S&amp;P Mitsubishi Corporate Group ,Industrials,Industrials,,nan
ALO.PA,Alstom SA,Industrials,Industrials,,France
SU.PA,Schneider Electric S.E.,Industrials,Industrials,CAC 40,France
BOUYF,Bouygues SA,Industrials,Industrials,,France
HCMLY,LafargeHolcim Ltd,Industrials,Industrials,,Switzerland
BASFY,BASF SE,Industrials,Industrials,,Germany
DOW,Dow Chemical Company (The),Industrials,Industrials,,nan
DFT-PC,"Dupont Fabros Technology, Inc. ",Industrials,Industrials,,nan
BAYRY,Bayer Aktiengesellschaft,Healthcare,Healthcare,,Germany
ERF.PA,Eurofins Scientific SE,Healthcare,Healthcare,,Luxembourg
VIRP.PA,Virbac SA,Healthcare,Healthcare,,France
GBT.PA,Guerbet SA,Healthcare,Healthcare,,France
DBV.PA,DBV Technologies S.A.,Healthcare,Healthcare,,France
DIM.PA,Sartorius Stedim Biotech S.A.,Healthcare,Healthcare,,France
VETO.PA,Vetoquinol SA,Healthcare,Healthcare,,France
LNA.PA,LNA Santé SA,Healthcare,Healthcare,,France
STAGR.PA,Stallergenes Greer plc,Healthcare,Healthcare,,Kingdom
BLC.PA,Bastide Le Confort Médical SA,Healthcare,Healthcare,,France
CYAD.BR,Celyad SA,Healthcare,Healthcare,,Belgium
NANO.PA,Nanobiotix S.A.,Healthcare,Healthcare,,France
AB.PA,AB Science S.A.,Healthcare,Healthcare,,France
GDS.PA,Ramsay Générale de Santé SA,Healthcare,Healthcare,,France
IPH.PA,Innate Pharma S.A.,Healthcare,Healthcare,,France
BOTHE.BR,Bone Therapeutics SA,Healthcare,Healthcare,,Belgium
